dateTime,value
08/08/2024 00:00, 
08/08/2024 00:00,10.808
08/08/2024 00:15,10.809
08/08/2024 00:30,10.81
08/08/2024 00:45,10.808
08/08/2024 01:00,10.807
08/08/2024 01:15,10.807
08/08/2024 01:30,10.806
08/08/2024 01:45,10.809
08/08/2024 02:00,10.807
08/08/2024 02:15,10.808
08/08/2024 02:30,10.806
08/08/2024 02:45,10.807
08/08/2024 03:00,10.803
08/08/2024 03:15,10.802
08/08/2024 03:30,10.805
08/08/2024 03:45,10.8
08/08/2024 04:00,10.802
08/08/2024 04:15,10.804
08/08/2024 04:30,10.803
08/08/2024 04:45,10.802
08/08/2024 05:00,10.801
08/08/2024 05:15,10.801
08/08/2024 05:30,10.803
08/08/2024 05:45,10.804
08/08/2024 06:00,10.805
08/08/2024 06:15,10.806
08/08/2024 06:30,10.801
08/08/2024 06:45,10.801
08/08/2024 07:00,10.8
08/08/2024 07:15,10.796
08/08/2024 07:30,10.797
08/08/2024 07:45,10.799
08/08/2024 08:00,10.799
08/08/2024 08:15,10.797
08/08/2024 08:30,10.798
08/08/2024 08:45,10.8
08/08/2024 09:00,10.797
08/08/2024 09:15,10.796
08/08/2024 09:30,10.797
08/08/2024 09:45,10.797
08/08/2024 10:00,10.795
08/08/2024 10:15,10.793
08/08/2024 10:30,10.794
08/08/2024 10:45,10.8
08/08/2024 11:00,10.799
08/08/2024 11:15,10.798
08/08/2024 11:30,10.8
08/08/2024 11:45,10.801
08/08/2024 12:00,10.794
08/08/2024 12:15,10.796
08/08/2024 12:30,10.797
08/08/2024 12:45,10.796
08/08/2024 13:00,10.796
08/08/2024 13:15,10.794
08/08/2024 13:30,10.793
08/08/2024 13:45,10.794
08/08/2024 14:00,10.795
08/08/2024 14:15,10.793
08/08/2024 14:30,10.789
08/08/2024 14:45,10.795
08/08/2024 15:00,10.793
08/08/2024 15:15,10.789
08/08/2024 15:30,10.789
08/08/2024 15:45,10.792
08/08/2024 16:00,10.793
08/08/2024 16:15,10.794
08/08/2024 16:30,10.792
08/08/2024 16:45,10.795
08/08/2024 17:00,10.793
08/08/2024 17:15,10.791
08/08/2024 17:30,10.793
08/08/2024 17:45,10.792
08/08/2024 18:00,10.789
08/08/2024 18:15,10.789
08/08/2024 18:30,10.79
08/08/2024 18:45,10.789
08/08/2024 19:00,10.789
08/08/2024 19:15,10.791
08/08/2024 19:30,10.789
08/08/2024 19:45,10.79
08/08/2024 20:00,10.789
08/08/2024 20:15,10.787
08/08/2024 20:30,10.79
08/08/2024 20:45,10.787
08/08/2024 21:00,10.787
08/08/2024 21:15,10.788
08/08/2024 21:30,10.788
08/08/2024 21:45,10.785
08/08/2024 22:00,10.789
08/08/2024 22:15,10.79
08/08/2024 22:30,10.79
08/08/2024 22:45,10.791
08/08/2024 23:00,10.79
08/08/2024 23:15,10.789
08/08/2024 23:30,10.789
08/08/2024 23:45,10.788
09/08/2024 00:00,10.79
09/08/2024 00:15,10.79
09/08/2024 00:30,10.787
09/08/2024 00:45,10.786
09/08/2024 01:00,10.784
09/08/2024 01:15,10.785
09/08/2024 01:30,10.78
09/08/2024 01:45,10.782
09/08/2024 02:00,10.783
09/08/2024 02:15,10.782
09/08/2024 02:30,10.783
09/08/2024 02:45,10.78
09/08/2024 03:00,10.778
09/08/2024 03:15,10.783
09/08/2024 03:30,10.779
09/08/2024 03:45,10.783
09/08/2024 04:00,10.782
09/08/2024 04:15,10.779
09/08/2024 04:30,10.779
09/08/2024 04:45,10.781
09/08/2024 05:00,10.781
09/08/2024 05:15,10.781
09/08/2024 05:30,10.781
09/08/2024 05:45,10.78
09/08/2024 06:00,10.782
09/08/2024 06:15,10.78
09/08/2024 06:30,10.782
09/08/2024 06:45,10.783
09/08/2024 07:00,10.78
09/08/2024 07:15,10.784
09/08/2024 07:30,10.783
09/08/2024 07:45,10.782
09/08/2024 08:00,10.782
09/08/2024 08:15,10.782
09/08/2024 08:30,10.781
09/08/2024 08:45,10.779
09/08/2024 09:00,10.78
09/08/2024 09:15,10.778
09/08/2024 09:30,10.777
09/08/2024 09:45,10.777
09/08/2024 10:00,10.78
09/08/2024 10:15,10.781
09/08/2024 10:30,10.778
09/08/2024 10:45,10.78
09/08/2024 11:00,10.78
09/08/2024 11:15,10.783
09/08/2024 11:30,10.783
09/08/2024 11:45,10.784
09/08/2024 12:00,10.783
09/08/2024 12:15,10.783
09/08/2024 12:30,10.78
09/08/2024 12:45,10.785
09/08/2024 13:00,10.78
09/08/2024 13:15,10.783
09/08/2024 13:30,10.784
09/08/2024 13:45,10.784
09/08/2024 14:00,10.785
09/08/2024 14:15,10.786
09/08/2024 14:30,10.787
09/08/2024 14:45,10.788
09/08/2024 15:00,10.788
09/08/2024 15:15,10.782
09/08/2024 15:30,10.784
09/08/2024 15:45,10.784
09/08/2024 16:00,10.785
09/08/2024 16:15,10.785
09/08/2024 16:30,10.782
09/08/2024 16:45,10.782
09/08/2024 17:00,10.781
09/08/2024 17:15,10.782
09/08/2024 17:30,10.788
09/08/2024 17:45,10.786
09/08/2024 18:00,10.783
09/08/2024 18:15,10.783
09/08/2024 18:30,10.782
09/08/2024 18:45,10.781
09/08/2024 19:00,10.782
09/08/2024 19:15,10.784
09/08/2024 19:30,10.786
09/08/2024 19:45,10.782
09/08/2024 20:00,10.783
09/08/2024 20:15,10.783
09/08/2024 20:30,10.782
09/08/2024 20:45,10.781
09/08/2024 21:00,10.783
09/08/2024 21:15,10.785
09/08/2024 21:30,10.783
09/08/2024 21:45,10.784
09/08/2024 22:00,10.783
09/08/2024 22:15,10.783
09/08/2024 22:30,10.784
09/08/2024 22:45,10.785
09/08/2024 23:00,10.783
09/08/2024 23:15,10.782
09/08/2024 23:30,10.784
09/08/2024 23:45,10.78
10/08/2024 00:00,10.784
10/08/2024 00:15,10.783
10/08/2024 00:30,10.781
10/08/2024 00:45,10.782
10/08/2024 01:00,10.783
10/08/2024 01:15,10.784
10/08/2024 01:30,10.782
10/08/2024 01:45,10.779
10/08/2024 02:00,10.782
10/08/2024 02:15,10.78
10/08/2024 02:30,10.781
10/08/2024 02:45,10.779
10/08/2024 03:00,10.78
10/08/2024 03:15,10.78
10/08/2024 03:30,10.779
10/08/2024 03:45,10.779
10/08/2024 04:00,10.78
10/08/2024 04:15,10.78
10/08/2024 04:30,10.782
10/08/2024 04:45,10.781
10/08/2024 05:00,10.781
10/08/2024 05:15,10.785
10/08/2024 05:30,10.783
10/08/2024 05:45,10.785
10/08/2024 06:00,10.787
10/08/2024 06:15,10.787
10/08/2024 06:30,10.787
10/08/2024 06:45,10.784
10/08/2024 07:00,10.777
10/08/2024 07:15,10.775
10/08/2024 07:30,10.78
10/08/2024 07:45,10.782
10/08/2024 08:00,10.779
10/08/2024 08:15,10.78
10/08/2024 08:30,10.78
10/08/2024 08:45,10.776
10/08/2024 09:00,10.777
10/08/2024 09:15,10.776
10/08/2024 09:30,10.78
10/08/2024 09:45,10.78
10/08/2024 10:00,10.785
10/08/2024 10:15,10.781
10/08/2024 10:30,10.779
10/08/2024 10:45,10.78
10/08/2024 11:00,10.782
10/08/2024 11:15,10.783
10/08/2024 11:30,10.778
10/08/2024 11:45,10.776
10/08/2024 12:00,10.776
10/08/2024 12:15,10.778
10/08/2024 12:30,10.778
10/08/2024 12:45,10.778
10/08/2024 13:00,10.781
10/08/2024 13:15,10.78
10/08/2024 13:30,10.782
10/08/2024 13:45,10.781
10/08/2024 14:00,10.782
10/08/2024 14:15,10.781
10/08/2024 14:30,10.779
10/08/2024 14:45,10.783
10/08/2024 15:00,10.781
10/08/2024 15:15,10.78
10/08/2024 15:30,10.781
10/08/2024 15:45,10.785
10/08/2024 16:00,10.784
10/08/2024 16:15,10.779
